Category,CommonNames,Abundance,Order,ParkName
Mammal,"Black Rat, House Rat, Roof Rat",5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Antelope Squirrels,5,Rodentia,Death Valley National Park
Mammal,White-Tailed Antelope Squirrel,4,Rodentia,Death Valley National Park
Mammal,"Golden-Mantled Ground Squirrel, Golden-Mantled Squirrel, Sierra Nevada Golden-Mantled Ground Squirrel",5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,"Beechy Ground Squirrel, California Ground Squirrel",5,Rodentia,Death Valley National Park
Mammal,Roundtail Ground Squirrel,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Marmots,5,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Tree Squirrels,5,Rodentia,Death Valley National Park
Mammal,"Ground Squirrels, Old World Ground Squirrels",5,Rodentia,Death Valley National Park
Mammal,California Ground Squirrel,5,Rodentia,Death Valley National Park
Mammal,Golden-Mantled Ground Squirrel,5,Rodentia,Death Valley National Park
Mammal,Mohave Ground Squirrel,5,Rodentia,Death Valley National Park
Mammal,Round-Tailed Ground Squirrel,4,Rodentia,Death Valley National Park
Mammal,None,5,Rodentia,Death Valley National Park
Mammal,Chipmunks,5,Rodentia,Death Valley National Park
Mammal,Panamint Chipmunk,4,Rodentia,Death Valley National Park
Mammal,Eastern Chipmunk,5,Rodentia,Death Valley National Park
Mammal,Uinta Chipmunk,5,Rodentia,Death Valley National Park
Mammal,"Mole Shrew, Northern Short-Tailed Shrew, Short-Tailed Shrew",5,Soricomorpha,Death Valley National Park
Mammal,None,5,Soricomorpha,Death Valley National Park
Mammal,Desert Shrews,5,Soricomorpha,Death Valley National Park
Mammal,"Crawford's Gray Shrew, Desert Shrew, Gray Shrew",4,Soricomorpha,Death Valley National Park
Mammal,Crawford's Desert Shrew,5,Soricomorpha,Death Valley National Park
Mammal,"Cinereus Shrew, Common Shrew, Masked Shrew",5,Soricomorpha,Death Valley National Park
Mammal,"Ornate Shrew, Suisun Shrew",5,Soricomorpha,Death Valley National Park
Mammal,"Great Basin Dwarf Shrew, Inyo Shrew",5,Soricomorpha,Death Valley National Park
Mammal,"Eastern Mole, Topos",5,Soricomorpha,Death Valley National Park
Mammal,Broad-Footed Mole,5,Soricomorpha,Death Valley National Park
Mammal,Short-Finned Pilot Whale,5,Cetacea,Dry Tortugas National Park
Mammal,Fraser's Dolphin,5,Cetacea,Dry Tortugas National Park
Mammal,False Killer Whale,5,Cetacea,Dry Tortugas National Park
Mammal,"Bottlenose Dolphin, Bottlenosed Dolphin",5,Cetacea,Dry Tortugas National Park
Mammal,"Black Rat, House Rat, Roof Rat",4,Rodentia,Dry Tortugas National Park
Mammal,"Caribbean Manatee, Manatee, West Indian Manatee",1,Sirenia,Dry Tortugas National Park
Mammal,"White-Tailed Deer, White-Tailed Deer",4,Artiodactyla,Everglades National Park
Mammal,"Pig, Pig (Feral), Wild Boar, Wild Boar",1,Artiodactyla,Everglades National Park
Mammal,"Domestic Dog, Domestic Dog (Feral)",5,Carnivora,Everglades National Park
Mammal,Coyote,1,Carnivora,Everglades National Park
Mammal,"Common Gray Fox, Gray Fox",1,Carnivora,Everglades National Park
Mammal,Red Fox,5,Carnivora,Everglades National Park
Mammal,Domestic Cat,5,Carnivora,Everglades National Park
Mammal,Bobcat,4,Carnivora,Everglades National Park
Mammal,Florida Panther,5,Carnivora,Everglades National Park
Mammal,Striped Skunk,1,Carnivora,Everglades National Park
Mammal,"Eastern Spotted Skunk, Spotted Skunk",5,Carnivora,Everglades National Park
Mammal,River Otter,2,Carnivora,Everglades National Park
Mammal,"American Mink, Mink",1,Carnivora,Everglades National Park
Mammal,"Common Raccoon, Northern Raccoon, Raccoon",4,Carnivora,Everglades National Park
Mammal,None,5,Carnivora,Everglades National Park
Mammal,Short-Finned Pilot Whale,2,Cetacea,Everglades National Park
Mammal,"Bottlenose Dolphin, Bottlenosed Dolphin",4,Cetacea,Everglades National Park
Mammal,"Wagner's Bonneted Bat, Wagner's Mastiff-Bat",5,Chiroptera,Everglades National Park
Mammal,"Brazilian Free-Tailed Bat, Brazilian Free-Tailed Bat, Mexican Free-Tailed Bat",5,Chiroptera,Everglades National Park
Mammal,"Northern Yellow Bat, Northern Yellow Bat",5,Chiroptera,Everglades National Park
Mammal,"Seminole Bat, Seminole Bat",5,Chiroptera,Everglades National Park
Mammal,"Evening Bat, Evening Bat",5,Chiroptera,Everglades National Park
Mammal,Eastern Pipistrelle,5,Chiroptera,Everglades National Park
Mammal,"Long-Nosed Armadillo, Nine-Banded Armadillo",4,Cingulata,Everglades National Park
Mammal,Common Opossum,5,Didelphimorphia,Everglades National Park
Mammal,Eastern Cottontail,1,Lagomorpha,Everglades National Park
Mammal,Marsh Rabbit,4,Lagomorpha,Everglades National Park
Mammal,Round-Tailed Muskrat,4,Rodentia,Everglades National Park
Mammal,"Marsh Oryzomys, Marsh Rice Rat",4,Rodentia,Everglades National Park
Mammal,Key Largo Cotton Mouse,4,Rodentia,Everglades National Park
Mammal,Hispid Cotton Rat,4,Rodentia,Everglades National Park
Mammal,House Mouse,4,Rodentia,Everglades National Park
Mammal,"Black Rat, House Rat, Roof Rat",4,Rodentia,Everglades National Park
Mammal,Southern Flying Squirrel,2,Rodentia,Everglades National Park
Mammal,"Eastern Gray Squirrel, Gray Squirrel",1,Rodentia,Everglades National Park
Mammal,"Eastern Fox Squirrel, Fox Squirrel",1,Rodentia,Everglades National Park
Mammal,Big Cypress Fox Squirrel,1,Rodentia,Everglades National Park
Mammal,"Caribbean Manatee, Manatee, West Indian Manatee",4,Sirenia,Everglades National Park
Mammal,"Mole Shrew, Northern Short-Tailed Shrew, Short-Tailed Shrew",4,Soricomorpha,Everglades National Park
Mammal,Southern Short-Tailed Shrew,5,Soricomorpha,Everglades National Park
Mammal,"Bee Shrew, Least Shrew, Little Short-Tailed Shrew, North American Least Shrew, Small Short-Tailed Shrew",4,Soricomorpha,Everglades National Park
Mammal,"Eastern Mole, Topos",5,Soricomorpha,Everglades National Park
Mammal,Muskox,5,Artiodactyla,Gates Of The Arctic National Park and Preserve
Mammal,Dall's Sheep,5,Artiodactyla,Gates Of The Arctic National Park and Preserve
Mammal,Moose,4,Artiodactyla,Gates Of The Arctic National Park and Preserve
Mammal,Caribou,5,Artiodactyla,Gates Of The Arctic National Park and Preserve
Mammal,Arctic Fox,5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,Coyote,5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,"Gray Wolf, Wolf",4,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,Red Fox,5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,Lynx,5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,Wolverine,5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,"Land Otter, River Otter",2,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,American Marten,5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,"Ermine, Short-Tailed Weasel",5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,Least Weasel,5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,Mink,1,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,"American Black Bear, Black Bear",5,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,"Brown Bear, Grizzly Bear",4,Carnivora,Gates Of The Arctic National Park and Preserve
Mammal,"Snowshoe Hare, Varying Hare",5,Lagomorpha,Gates Of The Arctic National Park and Preserve
Mammal,"Alaska Hare, Arctic Hare, Tundra Hare",5,Lagomorpha,Gates Of The Arctic National Park and Preserve
Mammal,American Beaver,4,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,"Northern Red-Backed Vole, Red-Backed Vole",5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Collared Lemming,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Brown Lemming,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Singing Vole,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Tundra Vole,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Meadow Vole,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,"Taiga Vole, Yellow-Cheeked Vole",5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Muskrat,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Northern Bog Lemming,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Porcupine,1,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Alaska Marmot,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Arctic Ground Squirrel,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,Red Squirrel,5,Rodentia,Gates Of The Arctic National Park and Preserve
Mammal,"Cinereus Shrew, Common Shrew, Masked Shrew",5,Soricomorpha,Gates Of The Arctic National Park and Preserve
Mammal,Pygmy Shrew,5,Soricomorpha,Gates Of The Arctic National Park and Preserve
Mammal,"Dusky Shrew, Montane Shrew",5,Soricomorpha,Gates Of The Arctic National Park and Preserve
Mammal,Tundra Shrew,5,Soricomorpha,Gates Of The Arctic National Park and Preserve
Mammal,Barren Ground Shrew,5,Soricomorpha,Gates Of The Arctic National Park and Preserve
Mammal,Tiny Shrew,5,Soricomorpha,Gates Of The Arctic National Park and Preserve
Mammal,None,5,Rodentia,Glacier National Park
Mammal,Bison,5,Artiodactyla,Glacier National Park
Mammal,Mountain Goat,4,Artiodactyla,Glacier National Park
Mammal,Bighorn Sheep,4,Artiodactyla,Glacier National Park
Mammal,Moose,4,Artiodactyla,Glacier National Park
Mammal,Elk,5,Artiodactyla,Glacier National Park
Mammal,Mule Deer,2,Artiodactyla,Glacier National Park
Mammal,White-Tailed Deer,4,Artiodactyla,Glacier National Park
Mammal,"Caribou, Reindeer, Reindeer",5,Artiodactyla,Glacier National Park
Mammal,Coyote,2,Carnivora,Glacier National Park
Mammal,Gray Wolf,1,Carnivora,Glacier National Park
Mammal,Red Fox,1,Carnivora,Glacier National Park
Mammal,Lynx,1,Carnivora,Glacier National Park
Mammal,Bobcat,5,Carnivora,Glacier National Park
Mammal,Mountain Lion,2,Carnivora,Glacier National Park
Mammal,Striped Skunk,2,Carnivora,Glacier National Park
Mammal,Wolverine,1,Carnivora,Glacier National Park
Mammal,River Otter,1,Carnivora,Glacier National Park
Mammal,Marten,2,Carnivora,Glacier National Park
Mammal,Fisher,1,Carnivora,Glacier National Park
Mammal,Short-Tailed Weasel,4,Carnivora,Glacier National Park
Mammal,Long-Tailed Weasel,2,Carnivora,Glacier National Park
Mammal,Least Weasel,1,Carnivora,Glacier National Park
Mammal,Mink,2,Carnivora,Glacier National Park
Mammal,Badger,1,Carnivora,Glacier National Park
Mammal,Racoon,5,Carnivora,Glacier National Park
Mammal,Black Bear,2,Carnivora,Glacier National Park
Mammal,Grizzly Bear,2,Carnivora,Glacier National Park
Mammal,Big Brown Bat,4,Chiroptera,Glacier National Park
Mammal,Silver-Haired Bat,5,Chiroptera,Glacier National Park
Mammal,Hoary Bat,5,Chiroptera,Glacier National Park
Mammal,"California Myotis, California Myotis, Californian Myotis",4,Chiroptera,Glacier National Park
Mammal,Long-Eared Bat,5,Chiroptera,Glacier National Park
Mammal,Little Brown Bat,5,Chiroptera,Glacier National Park
Mammal,Long-Legged Bat,5,Chiroptera,Glacier National Park
Mammal,Snowshoe Hare,4,Lagomorpha,Glacier National Park
Mammal,White-Tailed Jackrabbit,5,Lagomorpha,Glacier National Park
Mammal,Pika,4,Lagomorpha,Glacier National Park
Mammal,Beaver,2,Rodentia,Glacier National Park
Mammal,Red-Backed Vole,4,Rodentia,Glacier National Park
Mammal,Long-Tailed Vole,2,Rodentia,Glacier National Park
Mammal,Meadow Vole,5,Rodentia,Glacier National Park
Mammal,Water Vole,2,Rodentia,Glacier National Park
Mammal,Bushy-Tailed Wood Rat,2,Rodentia,Glacier National Park
Mammal,Muskrat,1,Rodentia,Glacier National Park
Mammal,"Deer Mice, White-Footed Mice",5,Rodentia,Glacier National Park
Mammal,Deer Mouse,5,Rodentia,Glacier National Park
Mammal,Montane Heather Vole,4,Rodentia,Glacier National Park
Mammal,Northern Bog Lemming,1,Rodentia,Glacier National Park
Mammal,Western Jumping Mouse,2,Rodentia,Glacier National Park
Mammal,Porcupine,4,Rodentia,Glacier National Park
Mammal,Northern Pocket Gopher,4,Rodentia,Glacier National Park
Mammal,Least Chipmunk,5,Rodentia,Glacier National Park
Mammal,Northern Flying Squirrel,2,Rodentia,Glacier National Park
Mammal,Hoary Marmot,4,Rodentia,Glacier National Park
Mammal,Yellow-Bellied Marmot,1,Rodentia,Glacier National Park
Mammal,"Ground Squirrels, Old World Ground Squirrels",5,Rodentia,Glacier National Park
Mammal,Columbian Ground Squirrel,4,Rodentia,Glacier National Park
Mammal,Golden-Mantled Ground Squirrel,4,Rodentia,Glacier National Park
Mammal,Richardson's Ground Squirrel,5,Rodentia,Glacier National Park
Mammal,Thirteen-Lined Ground Squirrel,5,Rodentia,Glacier National Park
Mammal,Chipmunk (Yellow Pine),5,Rodentia,Glacier National Park
Mammal,Chipmunk (Red Tailed),5,Rodentia,Glacier National Park
Mammal,Red Squirrel,5,Rodentia,Glacier National Park
Mammal,Masked Shrew,4,Soricomorpha,Glacier National Park
Mammal,Pygmy Shrew,5,Soricomorpha,Glacier National Park
Mammal,Montane Shrew,4,Soricomorpha,Glacier National Park
Mammal,Northern Water Shrew,2,Soricomorpha,Glacier National Park
Mammal,Vagrant Shrew,4,Soricomorpha,Glacier National Park
Mammal,Mountain Goat,4,Artiodactyla,Glacier Bay National Park and Preserve
Mammal,Moose,4,Artiodactyla,Glacier Bay National Park and Preserve
Mammal,Mule Deer,1,Artiodactyla,Glacier Bay National Park and Preserve
Mammal,Coyote,4,Carnivora,Glacier Bay National Park and Preserve
Mammal,Gray Wolf,4,Carnivora,Glacier Bay National Park and Preserve
Mammal,Red Fox,2,Carnivora,Glacier Bay National Park and Preserve
Mammal,Lynx,1,Carnivora,Glacier Bay National Park and Preserve
Mammal,Mountain Lion,1,Carnivora,Glacier Bay National Park and Preserve
Mammal,Sea Otter,1,Carnivora,Glacier Bay National Park and Preserve
Mammal,Wolverine,2,Carnivora,Glacier Bay National Park and Preserve
Mammal,River Otter,4,Carnivora,Glacier Bay National Park and Preserve
Mammal,Marten,4,Carnivora,Glacier Bay National Park and Preserve
Mammal,"Ermine, Short-Tailed Weasel",4,Carnivora,Glacier Bay National Park and Preserve
Mammal,Least Weasel,1,Carnivora,Glacier Bay National Park and Preserve
Mammal,Mink,2,Carnivora,Glacier Bay National Park and Preserve
Mammal,Northern Fur Seal,5,Carnivora,Glacier Bay National Park and Preserve
Mammal,"Northern Sea Lion, Sea Lion, Stellar Sea Lion",1,Carnivora,Glacier Bay National Park and Preserve
Mammal,Northern Elephant Seal,5,Carnivora,Glacier Bay National Park and Preserve
Mammal,Harbor Seal,5,Carnivora,Glacier Bay National Park and Preserve
Mammal,"American Black Bear, Black Bear",4,Carnivora,Glacier Bay National Park and Preserve
Mammal,"Brown Bear, Grizzly Bear",4,Carnivora,Glacier Bay National Park and Preserve
Mammal,Northern Right Whale,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,Minke Whale,2,Cetacea,Glacier Bay National Park and Preserve
Mammal,Sei Whale,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,Blue Whale,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,"Finback Whale, Fin Whale",5,Cetacea,Glacier Bay National Park and Preserve
Mammal,Humpback Whale,4,Cetacea,Glacier Bay National Park and Preserve
Mammal,Short-Finned Pilot Whale,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,Pacific White-Sided Dolphin,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,Killer Whale,4,Cetacea,Glacier Bay National Park and Preserve
Mammal,Grey Whale,2,Cetacea,Glacier Bay National Park and Preserve
Mammal,North Pacific Bottle-Nosed Whale,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,"Bering Sea Beaked Whale, Stejneger's Beaked Whale",5,Cetacea,Glacier Bay National Park and Preserve
Mammal,Pygmy Sperm Whale,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,Harbor Porpoise,4,Cetacea,Glacier Bay National Park and Preserve
Mammal,Dall's Porpoise,1,Cetacea,Glacier Bay National Park and Preserve
Mammal,Sperm Whale,5,Cetacea,Glacier Bay National Park and Preserve
Mammal,"Little Brown Bat, Little Brown Myotis",1,Chiroptera,Glacier Bay National Park and Preserve
Mammal,Snowshoe Hare,5,Lagomorpha,Glacier Bay National Park and Preserve
Mammal,Beaver,1,Rodentia,Glacier Bay National Park and Preserve
Mammal,"Northern Red-Backed Vole, Red-Backed Vole",5,Rodentia,Glacier Bay National Park and Preserve
Mammal,Long-Tailed Vole,5,Rodentia,Glacier Bay National Park and Preserve
Mammal,Tundra Vole,4,Rodentia,Glacier Bay National Park and Preserve
Mammal,Keen's Mouse,5,Rodentia,Glacier Bay National Park and Preserve
Mammal,Deer Mouse,4,Rodentia,Glacier Bay National Park and Preserve
Mammal,"Bog Lemming, Northern Bog Lemming",5,Rodentia,Glacier Bay National Park and Preserve
Mammal,"Jumping Mouse, Meadow Jumping Mouse",5,Rodentia,Glacier Bay National Park and Preserve
Mammal,Porcupine,2,Rodentia,Glacier Bay National Park and Preserve
Mammal,House Mouse,5,Rodentia,Glacier Bay National Park and Preserve
Mammal,Northern Flying Squirrel,4,Rodentia,Glacier Bay National Park and Preserve
Mammal,Hoary Marmot,2,Rodentia,Glacier Bay National Park and Preserve
Mammal,Tree Squirrels,5,Rodentia,Glacier Bay National Park and Preserve
Mammal,Red Squirrel,5,Rodentia,Glacier Bay National Park and Preserve
Mammal,Red-Toothed Shrews,5,Soricomorpha,Glacier Bay National Park and Preserve
Mammal,Glacier Bay Water Shrew,5,Soricomorpha,Glacier Bay National Park and Preserve
Mammal,"Common Shrew, Masked Shrew",5,Soricomorpha,Glacier Bay National Park and Preserve
Mammal,"Dusky Shrew, Montane Shrew",5,Soricomorpha,Glacier Bay National Park and Preserve
Mammal,"Northern Water Shrew, Water Shrew",1,Soricomorpha,Glacier Bay National Park and Preserve
Mammal,Ord Kangaroo Rat,1,Rodentia,Great Basin National Park
Mammal,None,5,Artiodactyla,Great Basin National Park
Mammal,None,5,Rodentia,Great Basin National Park
Mammal,Pronghorn,5,Artiodactyla,Great Basin National Park
Mammal,None,5,Artiodactyla,Great Basin National Park
Mammal,Domestic Cattle,5,Artiodactyla,Great Basin National Park
Mammal,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",5,Artiodactyla,Great Basin National Park
Mammal,Bighorn Sheep,1,Artiodactyla,Great Basin National Park
Mammal,Elk,2,Artiodactyla,Great Basin National Park
Mammal,"Black-Tailed Deer, Mule Deer",4,Artiodactyla,Great Basin National Park
Mammal,Coyote,4,Carnivora,Great Basin National Park
Mammal,None,5,Carnivora,Great Basin National Park
Mammal,Gray Wolf,5,Carnivora,Great Basin National Park
Mammal,Gray Fox,4,Carnivora,Great Basin National Park
